Virus,Human_P,Human_G,Human_length,Weight,virus_protein_source,interaction_source
P0DTD1,O14578,CTRO,2027,93.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y2I6,NINL,1382,79.25,khorsand-ncbi,khorsand
P0DTD1,Q9UJC3,HOOK1,728,74.25,khorsand-ncbi,khorsand
P0DTD1,Q9UHD2,TBK1,729,91.25,khorsand-ncbi,khorsand
P0DTD1,Q9BV73,CP250,2442,91.25,khorsand-ncbi,khorsand
P0DTD1,Q9BV19,CA050,199,87.25,khorsand-ncbi,khorsand
P0DTD1,Q9BQS8,FYCO1,1478,120.25,khorsand-ncbi,khorsand
P0DTD1,Q9BQQ3,GORS1,440,78.25,khorsand-ncbi,khorsand
P0DTD1,Q99996,AKAP9,3907,90.25,khorsand-ncbi,khorsand
P0DTD1,Q96SN8,CK5P2,1893,67.25,khorsand-ncbi,khorsand
P0DTD1,Q96N16,JKIP1,626,79.25,khorsand-ncbi,khorsand
P0DTD1,Q96CN9,GCC1,775,58.25,khorsand-ncbi,khorsand
P0DTD1,Q92995,UBP13,863,60.25,khorsand-ncbi,khorsand
P0DTD1,Q8TD10,MIPO1,442,81.25,khorsand-ncbi,khorsand
P0DTD1,Q8N8E3,CE112,955,77.25,khorsand-ncbi,khorsand
P0DTD1,Q8N4C6,NIN,2090,92.25,khorsand-ncbi,khorsand
P0DTD1,Q8N3C7,CLIP4,705,89.25,khorsand-ncbi,khorsand
P0DTD1,Q8IWJ2,GCC2,1684,57.25,khorsand-ncbi,khorsand
P0DTD1,Q8IUD2,RB6I2,1116,90.25,khorsand-ncbi,khorsand
P0DTD1,Q7Z7A1,CNTRL,2325,103.25,khorsand-ncbi,khorsand
P0DTD1,Q76N32,CEP68,757,100.25,khorsand-ncbi,khorsand
P0DTD1,Q66GS9,CP135,1140,76.25,khorsand-ncbi,khorsand
P0DTD1,Q5VU43,MYOME,2346,75.25,khorsand-ncbi,khorsand
P0DTD1,Q5VT06,CE350,3117,118.25,khorsand-ncbi,khorsand
P0DTD1,Q4V328,GRAP1,841,82.25,khorsand-ncbi,khorsand
P0DTD1,Q14789,GOGB1,3259,55.25,khorsand-ncbi,khorsand
P0DTD1,Q08379,GOGA2,1002,118.25,khorsand-ncbi,khorsand
P0DTD1,Q08378,GOGA3,1498,81.25,khorsand-ncbi,khorsand
P0DTD1,Q08117,TLE5,197,57.25,khorsand-ncbi,khorsand
P0DTD1,Q04726,TLE3,772,70.25,khorsand-ncbi,khorsand
P0DTD1,Q04724,TLE1,770,112.25,khorsand-ncbi,khorsand
P0DTD1,P49454,CENPF,3114,78.25,khorsand-ncbi,khorsand
P0DTD1,P35241,RADI,583,100.25,khorsand-ncbi,khorsand
P0DTD1,P31323,KAP3,418,99.25,khorsand-ncbi,khorsand
P0DTD1,P13861,KAP2,404,99.25,khorsand-ncbi,khorsand
P0DTD1,O95684,CEP43,399,110.25,khorsand-ncbi,khorsand
P0DTD1,O95613,PCNT,3336,77.25,khorsand-ncbi,khorsand
P0DTD1,O75506,HSBP1,76,90.25,khorsand-ncbi,khorsand
P0DTD1,A7MCY6,TBKB1,615,103.25,khorsand-ncbi,khorsand
P0DTD1,Q9NXA8,SIR5,310,86.25,khorsand-ncbi,khorsand
P0DTD1,P12268,IMDH2,514,98.25,khorsand-ncbi,khorsand
P0DTD1,P06280,AGAL,429,61.25,khorsand-ncbi,khorsand
P0DTD1,P07203,GPX1,203,65.25,khorsand-ncbi,khorsand
P0DTD1,Q9NXH9,TRM1,659,109.25,khorsand-ncbi,khorsand
P0DTD1,Q9H7F0,AT133,1226,81.25,khorsand-ncbi,khorsand
P0DTD1,Q99720,SGMR1,223,63.25,khorsand-ncbi,khorsand
P0DTD1,Q15904,VAS1,470,75.25,khorsand-ncbi,khorsand
P0DTD1,O75964,ATP5L,103,58.25,khorsand-ncbi,khorsand
P0DTD1,Q8WVC6,DCAKD,231,84.25,khorsand-ncbi,khorsand
P0DTD1,Q9NP72,RAB18,206,55.25,khorsand-ncbi,khorsand
P0DTD1,Q9H7Z7,PGES2,377,59.25,khorsand-ncbi,khorsand
P0DTD1,Q9BQE4,SELS,189,90.25,khorsand-ncbi,khorsand
P0DTD1,Q96DA6,TIM14,116,76.25,khorsand-ncbi,khorsand
P0DTD1,Q96A26,F162A,154,59.25,khorsand-ncbi,khorsand
P0DTD1,Q8WUY8,NAT14,206,104.25,khorsand-ncbi,khorsand
P0DTD1,Q8WTV0,SCRB1,552,67.25,khorsand-ncbi,khorsand
P0DTD1,Q8NBX0,SCPDL,429,110.25,khorsand-ncbi,khorsand
P0DTD1,Q8N183,NDUF2,169,80.25,khorsand-ncbi,khorsand
P0DTD1,Q7LGA3,HS2ST,356,107.25,khorsand-ncbi,khorsand
P0DTD1,Q6ZRP7,QSOX2,698,83.25,khorsand-ncbi,khorsand
P0DTD1,Q5VT66,1-Mar,337,90.25,khorsand-ncbi,khorsand
P0DTD1,Q5JTV8,TOIP1,583,119.25,khorsand-ncbi,khorsand
P0DTD1,Q13724,MOGS,837,71.25,khorsand-ncbi,khorsand
P0DTD1,Q12907,LMAN2,356,73.25,khorsand-ncbi,khorsand
P0DTD1,P63218,GBG5,68,110.25,khorsand-ncbi,khorsand
P0DTD1,P62873,GBB1,340,116.25,khorsand-ncbi,khorsand
P0DTD1,P62820,RAB1A,205,88.25,khorsand-ncbi,khorsand
P0DTD1,P61586,RHOA,193,103.25,khorsand-ncbi,khorsand
P0DTD1,P61106,RAB14,215,112.25,khorsand-ncbi,khorsand
P0DTD1,P61026,RAB10,200,109.25,khorsand-ncbi,khorsand
P0DTD1,P61019,RAB2A,212,97.25,khorsand-ncbi,khorsand
P0DTD1,P61006,RAB8A,207,102.25,khorsand-ncbi,khorsand
P0DTD1,P51149,RAB7A,207,113.25,khorsand-ncbi,khorsand
P0DTD1,P51148,RAB5C,216,62.25,khorsand-ncbi,khorsand
P0DTD1,P21964,COMT,271,82.25,khorsand-ncbi,khorsand
P0DTD1,P11233,RALA,206,55.25,khorsand-ncbi,khorsand
P0DTD1,P00387,NB5R3,301,66.25,khorsand-ncbi,khorsand
P0DTD1,O95573,ACSL3,720,95.25,khorsand-ncbi,khorsand
P0DTD1,O43169,CYB5B,150,96.25,khorsand-ncbi,khorsand
P0DTD1,O00116,ADAS,658,84.25,khorsand-ncbi,khorsand
P0DTD1,Q9H4P4,RNF41,317,113.25,khorsand-ncbi,khorsand
P0DTD1,P62330,ARF6,175,56.25,khorsand-ncbi,khorsand
P0DTD1,P61970,NTF2,127,63.25,khorsand-ncbi,khorsand
P0DTD1,Q6Y7W6,GGYF2,1299,107.25,khorsand-ncbi,khorsand
P0DTD1,Q5T1M5,FKB15,1219,116.25,khorsand-ncbi,khorsand
P0DTD1,Q2M389,WASC4,1173,59.25,khorsand-ncbi,khorsand
P0DTD1,P52306,GDS1,607,55.25,khorsand-ncbi,khorsand
P0DTD1,P16435,NCPR,677,112.25,khorsand-ncbi,khorsand
P0DTD1,O60573,IF4E2,245,120.25,khorsand-ncbi,khorsand
P0DTD1,O14975,S27A2,620,107.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y5J7,TIM9,89,100.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y5J6,T10B,103,112.25,khorsand-ncbi,khorsand
P0DTD1,Q9NVH1,DJC11,559,63.25,khorsand-ncbi,khorsand
P0DTD1,Q9BSF4,TIM29,260,103.25,khorsand-ncbi,khorsand
P0DTD1,Q8TEM1,PO210,1887,99.25,khorsand-ncbi,khorsand
P0DTD1,Q2TAA5,ALG11,492,102.25,khorsand-ncbi,khorsand
P0DTD1,P62072,TIM10,90,66.25,khorsand-ncbi,khorsand
P0DTD1,P14735,IDE,1019,64.25,khorsand-ncbi,khorsand
P0DTD1,Q9HD40,SPCS,501,118.25,khorsand-ncbi,khorsand
P0DTD1,Q9BSC4,NOL10,688,74.25,khorsand-ncbi,khorsand
P0DTD1,Q92552,RT27,414,63.25,khorsand-ncbi,khorsand
P0DTD1,Q13868,EXOS2,293,94.25,khorsand-ncbi,khorsand
P0DTD1,P82675,RT05,430,94.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y399,RT02,296,68.25,khorsand-ncbi,khorsand
P0DTD1,Q9ULT8,HECD1,2610,67.25,khorsand-ncbi,khorsand
P0DTD1,Q9NY61,AATF,560,102.25,khorsand-ncbi,khorsand
P0DTD1,Q9NQT5,EXOS3,275,64.25,khorsand-ncbi,khorsand
P0DTD1,Q9NQT4,EXOS5,235,61.25,khorsand-ncbi,khorsand
P0DTD1,Q9H6F5,CCD86,360,70.25,khorsand-ncbi,khorsand
P0DTD1,Q96I59,SYNM,477,61.25,khorsand-ncbi,khorsand
P0DTD1,Q96B26,EXOS8,276,78.25,khorsand-ncbi,khorsand
P0DTD1,Q8NEJ9,NGDN,315,71.25,khorsand-ncbi,khorsand
P0DTD1,Q7L2J0,MEPCE,689,89.25,khorsand-ncbi,khorsand
P0DTD1,Q4G0J3,LARP7,582,104.25,khorsand-ncbi,khorsand
P0DTD1,Q13206,DDX10,875,103.25,khorsand-ncbi,khorsand
P0DTD1,P82663,RT25,173,60.25,khorsand-ncbi,khorsand
P0DTD1,P61011,SRP54,504,120.25,khorsand-ncbi,khorsand
P0DTD1,P09132,SRP19,144,87.25,khorsand-ncbi,khorsand
P0DTD1,O96028,NSD2,1365,78.25,khorsand-ncbi,khorsand
P0DTD1,O95260,ATE1,518,58.25,khorsand-ncbi,khorsand
P0DTD1,O76094,SRP72,671,100.25,khorsand-ncbi,khorsand
P0DTD1,O00566,MPP10,681,63.25,khorsand-ncbi,khorsand
P0DTD1,P35556,FBN2,2912,69.25,khorsand-ncbi,khorsand
P0DTD1,Q9UBX5,FBLN5,448,52.25,khorsand-ncbi,khorsand
P0DTD1,Q9NZL9,MAT2B,334,92.25,khorsand-ncbi,khorsand
P0DTD1,Q9BVL2,NUP58,599,68.25,khorsand-ncbi,khorsand
P0DTD1,Q99567,NUP88,741,76.25,khorsand-ncbi,khorsand
P0DTD1,Q96F45,ZN503,646,73.25,khorsand-ncbi,khorsand
P0DTD1,Q8TD19,NEK9,979,67.25,khorsand-ncbi,khorsand
P0DTD1,Q8N0X7,SPART,666,117.25,khorsand-ncbi,khorsand
P0DTD1,Q86YT6,MIB1,1006,95.25,khorsand-ncbi,khorsand
P0DTD1,Q7Z3B4,NUP54,507,88.25,khorsand-ncbi,khorsand
P0DTD1,Q15056,IF4H,248,93.25,khorsand-ncbi,khorsand
P0DTD1,P61962,DCAF7,342,105.25,khorsand-ncbi,khorsand
P0DTD1,P37198,NUP62,522,87.25,khorsand-ncbi,khorsand
P0DTD1,P35658,NU214,2090,86.25,khorsand-ncbi,khorsand
P0DTD1,P35555,FBN1,2871,78.25,khorsand-ncbi,khorsand
P0DTD1,P13984,T2FB,249,83.25,khorsand-ncbi,khorsand
P0DTD1,P55884,EIF3B,814,116.25,khorsand-ncbi,khorsand
P0DTD1,P08865,RSSA,295,66.25,khorsand-ncbi,khorsand
P0DTD1,P60228,EIF3E,445,78.25,khorsand-ncbi,khorsand
P0DTD1,P35251,RFC1,1148,107.25,khorsand-ncbi,khorsand
P0DTD1,P46782,RS5,204,58.25,khorsand-ncbi,khorsand
P0DTD1,P46783,RS10,165,77.25,khorsand-ncbi,khorsand
P0DTD1,O76021,RL1D1,490,56.25,khorsand-ncbi,khorsand
P0DTD1,Q9BUJ2,HNRL1,856,92.25,khorsand-ncbi,khorsand
P0DTD1,Q9BZE4,NOG1,634,110.25,khorsand-ncbi,khorsand
P0DTD1,O95757,HS74L,839,112.25,khorsand-ncbi,khorsand
P0DTD1,P82650,RT22,360,89.25,khorsand-ncbi,khorsand
P0DTD1,P53007,TXTP,311,74.25,khorsand-ncbi,khorsand
P0DTD1,P26599,PTBP1,531,90.25,khorsand-ncbi,khorsand
P0DTD1,P05023,AT1A1,1023,69.25,khorsand-ncbi,khorsand
P0DTD1,P16615,AT2A2,1042,91.25,khorsand-ncbi,khorsand
P0DTD1,P34932,HSP74,840,109.25,khorsand-ncbi,khorsand
P0DTD1,O00411,RPOM,1230,104.25,khorsand-ncbi,khorsand
P0DTD1,Q9UNQ2,DIM1,313,110.25,khorsand-ncbi,khorsand
P0DTD1,Q9H0A0,NAT10,1025,112.25,khorsand-ncbi,khorsand
P0DTD1,Q96CS3,FAF2,445,56.25,khorsand-ncbi,khorsand
P0DTD1,P63244,RACK1,317,83.25,khorsand-ncbi,khorsand
P0DTD1,P50991,TCPD,539,119.25,khorsand-ncbi,khorsand
P0DTD1,P06576,ATPB,529,86.25,khorsand-ncbi,khorsand
P0DTD1,P31689,DNJA1,397,88.25,khorsand-ncbi,khorsand
P0DTD1,P25705,ATPA,553,108.25,khorsand-ncbi,khorsand
P0DTD1,P25205,MCM3,808,116.25,khorsand-ncbi,khorsand
P0DTD1,P40227,TCPZ,531,59.25,khorsand-ncbi,khorsand
P0DTD1,P48643,TCPE,541,72.25,khorsand-ncbi,khorsand
P0DTD1,P22314,UBA1,1058,111.25,khorsand-ncbi,khorsand
P0DTD1,P53621,COPA,1224,84.25,khorsand-ncbi,khorsand
P0DTD1,P61158,ARP3,418,120.25,khorsand-ncbi,khorsand
P0DTD1,Q16875,F263,520,109.25,khorsand-ncbi,khorsand
P0DTD1,Q9UM54,MYO6,1294,80.25,khorsand-ncbi,khorsand
P0DTD1,Q06787,FMR1,632,104.25,khorsand-ncbi,khorsand
P0DTD1,P62195,PRS8,406,117.25,khorsand-ncbi,khorsand
P0DTD1,P62269,RS18,152,108.25,khorsand-ncbi,khorsand
P0DTD1,Q96N67,DOCK7,2140,67.25,khorsand-ncbi,khorsand
P0DTD1,P19105,ML12A,171,92.25,khorsand-ncbi,khorsand
P0DTD1,P60660,MYL6,151,99.25,khorsand-ncbi,khorsand
P0DTD1,P35998,PRS7,433,98.25,khorsand-ncbi,khorsand
P0DTD1,Q9NTJ3,SMC4,1288,59.25,khorsand-ncbi,khorsand
P0DTD1,P04406,G3P,335,97.25,khorsand-ncbi,khorsand
P0DTD1,Q9NZ01,TECR,308,56.25,khorsand-ncbi,khorsand
P0DTD1,Q16891,MIC60,758,56.25,khorsand-ncbi,khorsand
P0DTD1,Q9P035,HACD3,362,101.25,khorsand-ncbi,khorsand
P0DTD1,P09012,SNRPA,282,61.25,khorsand-ncbi,khorsand
P0DTD1,P35250,RFC2,354,81.25,khorsand-ncbi,khorsand
P0DTD1,Q9NXF1,TEX10,929,86.25,khorsand-ncbi,khorsand
P0DTD1,Q9H5H4,ZN768,540,59.25,khorsand-ncbi,khorsand
P0DTD1,P16989,YBOX3,372,92.25,khorsand-ncbi,khorsand
P0DTD1,P25398,RS12,132,120.25,khorsand-ncbi,khorsand
P0DTD1,Q14498,RBM39,530,92.25,khorsand-ncbi,khorsand
P0DTD1,Q9UHX1,PUF60,559,97.25,khorsand-ncbi,khorsand
P0DTD1,Q9NW13,RBM28,759,103.25,khorsand-ncbi,khorsand
P0DTD1,O43660,PLRG1,514,110.25,khorsand-ncbi,khorsand
P0DTD1,Q7Z2T5,TRM1L,733,74.25,khorsand-ncbi,khorsand
P0DTD1,O15381,NVL,856,52.25,khorsand-ncbi,khorsand
P0DTD1,Q9NX58,LYAR,379,106.25,khorsand-ncbi,khorsand
P0DTD1,O43395,PRPF3,683,89.25,khorsand-ncbi,khorsand
P0DTD1,Q13610,PWP1,501,87.25,khorsand-ncbi,khorsand
P0DTD1,O00567,NOP56,594,64.25,khorsand-ncbi,khorsand
P0DTD1,Q9UKD2,MRT4,239,98.25,khorsand-ncbi,khorsand
P0DTD1,P11387,TOP1,765,76.25,khorsand-ncbi,khorsand
P0DTD1,P46013,KI67,3256,69.25,khorsand-ncbi,khorsand
P0DTD1,Q86UE4,LYRIC,582,100.25,khorsand-ncbi,khorsand
P0DTD1,Q9UJV9,DDX41,622,109.25,khorsand-ncbi,khorsand
P0DTD1,Q13523,PRP4B,1007,97.25,khorsand-ncbi,khorsand
P0DTD1,P42696,RBM34,430,97.25,khorsand-ncbi,khorsand
P0DTD1,O95104,SCAF4,1147,89.25,khorsand-ncbi,khorsand
P0DTD1,Q8N5C6,SRBD1,995,70.25,khorsand-ncbi,khorsand
P0DTD1,Q9GZR7,DDX24,859,94.25,khorsand-ncbi,khorsand
P0DTD1,Q12788,TBL3,808,59.25,khorsand-ncbi,khorsand
P0DTD1,P40938,RFC3,356,81.25,khorsand-ncbi,khorsand
P0DTD1,Q9HC36,MRM3,420,87.25,khorsand-ncbi,khorsand
P0DTD1,Q8NC51,PAIRB,408,112.25,khorsand-ncbi,khorsand
P0DTD1,Q00325,MPCP,362,56.25,khorsand-ncbi,khorsand
P0DTD1,P57088,TMM33,247,93.25,khorsand-ncbi,khorsand
P0DTD1,P55786,PSA,919,73.25,khorsand-ncbi,khorsand
P0DTD1,O43592,XPOT,962,114.25,khorsand-ncbi,khorsand
P0DTD1,O14980,XPO1,1071,66.25,khorsand-ncbi,khorsand
P0DTD1,P30043,BLVRB,206,63.25,khorsand-ncbi,khorsand
P0DTD1,Q99460,PSMD1,953,107.25,khorsand-ncbi,khorsand
P0DTD1,P53396,ACLY,1101,66.25,khorsand-ncbi,khorsand
P0DTD1,P22234,PUR6,425,54.25,khorsand-ncbi,khorsand
P0DTD1,Q9NNW5,WDR6,1121,117.25,khorsand-ncbi,khorsand
P0DTD1,P06733,ENOA,434,61.25,khorsand-ncbi,khorsand
P0DTD1,P27348,1433T,245,93.25,khorsand-ncbi,khorsand
P0DTD1,O95347,SMC2,1197,88.25,khorsand-ncbi,khorsand
P0DTD1,P47756,CAPZB,277,111.25,khorsand-ncbi,khorsand
P0DTD1,Q13200,PSMD2,908,106.25,khorsand-ncbi,khorsand
P0DTD1,P52907,CAZA1,286,56.25,khorsand-ncbi,khorsand
P0DTD1,Q9ULV4,COR1C,474,100.25,khorsand-ncbi,khorsand
P0DTD1,P62140,PP1B,327,115.25,khorsand-ncbi,khorsand
P0DTD1,Q9NYL9,TMOD3,352,56.25,khorsand-ncbi,khorsand
P0DTD1,P09622,DLDH,509,51.25,khorsand-ncbi,khorsand
P0DTD1,P00338,LDHA,332,106.25,khorsand-ncbi,khorsand
P0DTD1,P11586,C1TC,935,53.25,khorsand-ncbi,khorsand
P0DTD1,Q07021,C1QBP,282,101.25,khorsand-ncbi,khorsand
P0DTD1,O95831,AIFM1,613,117.25,khorsand-ncbi,khorsand
P0DTD1,Q14315,FLNC,2725,107.25,khorsand-ncbi,khorsand
P0DTD1,Q16576,RBBP7,425,102.25,khorsand-ncbi,khorsand
P0DTD1,O00148,DX39A,427,70.25,khorsand-ncbi,khorsand
P0DTD1,Q15366,PCBP2,365,96.25,khorsand-ncbi,khorsand
P0DTD1,Q15942,ZYX,572,63.25,khorsand-ncbi,khorsand
P0DTD1,Q92945,FUBP2,711,111.25,khorsand-ncbi,khorsand
P0DTD1,Q99615,DNJC7,494,119.25,khorsand-ncbi,khorsand
P0DTD1,P51570,GALK1,392,82.25,khorsand-ncbi,khorsand
P0DTD1,P67936,TPM4,248,78.25,khorsand-ncbi,khorsand
P0DTD1,Q9NRN7,ADPPT,309,76.25,khorsand-ncbi,khorsand
P0DTD1,P25789,PSA4,261,84.25,khorsand-ncbi,khorsand
P0DTD1,P08621,RU17,437,83.25,khorsand-ncbi,khorsand
P0DTD1,P50990,TCPQ,548,55.25,khorsand-ncbi,khorsand
P0DTD1,P06753,TPM3,285,68.25,khorsand-ncbi,khorsand
P0DTD1,Q5JWF2,GNAS1,1037,118.25,khorsand-ncbi,khorsand
P0DTD1,P49368,TCPG,545,84.25,khorsand-ncbi,khorsand
P0DTD1,O75688,PPM1B,479,65.25,khorsand-ncbi,khorsand
P0DTD1,P04075,ALDOA,364,64.25,khorsand-ncbi,khorsand
P0DTD1,Q15365,PCBP1,356,69.25,khorsand-ncbi,khorsand
P0DTD1,P17987,TCPA,556,73.25,khorsand-ncbi,khorsand
P0DTD1,P46109,CRKL,303,79.25,khorsand-ncbi,khorsand
P0DTD1,P47755,CAZA2,286,115.25,khorsand-ncbi,khorsand
P0DTD1,P13797,PLST,630,60.25,khorsand-ncbi,khorsand
P0DTD1,P49327,FAS,2511,52.25,khorsand-ncbi,khorsand
P0DTD1,P59998,ARPC4,168,82.25,khorsand-ncbi,khorsand
P0DTD1,Q9NWT1,PK1IP,392,66.25,khorsand-ncbi,khorsand
P0DTD1,Q9H0D6,XRN2,950,59.25,khorsand-ncbi,khorsand
P0DTD1,P0DN76,U2AF5,240,118.25,khorsand-ncbi,khorsand
P0DTD1,Q15024,EXOS7,291,92.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y383,LC7L2,392,92.25,khorsand-ncbi,khorsand
P0DTD1,P62263,RS14,151,111.25,khorsand-ncbi,khorsand
P0DTD1,Q96SB4,SRPK1,655,107.25,khorsand-ncbi,khorsand
P0DTD1,P46087,NOP2,812,54.25,khorsand-ncbi,khorsand
P0DTD1,P08708,RS17,135,111.25,khorsand-ncbi,khorsand
P0DTD1,P42285,MTREX,1042,67.25,khorsand-ncbi,khorsand
P0DTD1,Q99848,EBP2,306,80.25,khorsand-ncbi,khorsand
P0DTD1,Q12789,TF3C1,2109,86.25,khorsand-ncbi,khorsand
P0DTD1,Q9P015,RM15,296,84.25,khorsand-ncbi,khorsand
P0DTD1,Q13243,SRSF5,272,115.25,khorsand-ncbi,khorsand
P0DTD1,Q1KMD3,HNRL2,747,74.25,khorsand-ncbi,khorsand
P0DTD1,O60293,ZC3H1,1989,66.25,khorsand-ncbi,khorsand
P0DTD1,O60832,DKC1,514,114.25,khorsand-ncbi,khorsand
P0DTD1,Q2NL82,TSR1,804,94.25,khorsand-ncbi,khorsand
P0DTD1,O75569,PRKRA,313,113.25,khorsand-ncbi,khorsand
P0DTD1,Q8N9T8,KRI1,703,106.25,khorsand-ncbi,khorsand
P0DTD1,Q15020,SART3,963,93.25,khorsand-ncbi,khorsand
P0DTD1,O75934,SPF27,225,106.25,khorsand-ncbi,khorsand
P0DTD1,Q5SSJ5,HP1B3,553,72.25,khorsand-ncbi,khorsand
P0DTD1,Q14137,BOP1,746,110.25,khorsand-ncbi,khorsand
P0DTD1,Q92974,ARHG2,986,79.25,khorsand-ncbi,khorsand
P0DTD1,Q86TG7,PEG10,708,120.25,khorsand-ncbi,khorsand
P0DTD1,P15622,ZN250,560,114.25,khorsand-ncbi,khorsand
P0DTD1,Q9H3R2,MUC13,512,97.25,khorsand-ncbi,khorsand
P0DTD1,O60524,NEMF,1076,77.25,khorsand-ncbi,khorsand
P0DTD1,O00238,BMR1B,502,99.25,khorsand-ncbi,khorsand
P0DTD1,Q9UHN6,CEIP2,1383,115.25,khorsand-ncbi,khorsand
P0DTD1,Q969N2,PIGT,578,74.25,khorsand-ncbi,khorsand
P0DTD1,Q92820,GGH,318,118.25,khorsand-ncbi,khorsand
P0DTD1,Q6NUS6,TECT3,607,85.25,khorsand-ncbi,khorsand
P0DTD1,Q30201,HFE,348,117.25,khorsand-ncbi,khorsand
P0DTD1,Q16658,FSCN1,493,119.25,khorsand-ncbi,khorsand
P0DTD1,P51690,ARSL,589,88.25,khorsand-ncbi,khorsand
P0DTD1,P10321,HLAC,366,76.25,khorsand-ncbi,khorsand
P0DTD1,P11021,BIP,654,120.25,khorsand-ncbi,khorsand
P0DTD1,O75354,ENTP6,484,61.25,khorsand-ncbi,khorsand
P0DTD1,Q5VW36,FOCAD,1801,68.25,khorsand-ncbi,khorsand
P0DTD1,Q15751,HERC1,4861,92.25,khorsand-ncbi,khorsand
P0DTD1,Q9BYW2,SETD2,2564,95.25,khorsand-ncbi,khorsand
P0DTD1,Q86VP1,TAXB1,789,74.25,khorsand-ncbi,khorsand
P0DTD1,P42226,STAT6,847,75.25,khorsand-ncbi,khorsand
P0DTD1,P00846,ATP6,226,86.25,khorsand-ncbi,khorsand
P0DTD1,O43264,ZW10,779,70.25,khorsand-ncbi,khorsand
P0DTD1,Q9UPQ8,DOLK,538,118.25,khorsand-ncbi,khorsand
P0DTD1,Q96B96,LDAF1,161,117.25,khorsand-ncbi,khorsand
P0DTD1,O94919,ENDD1,500,106.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y5Z9,UBIA1,338,107.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y561,LRP12,859,108.25,khorsand-ncbi,khorsand
P0DTD1,Q9Y3P4,RHBD3,386,119.25,khorsand-ncbi,khorsand
P0DTD1,Q9UBU6,FA8A1,413,95.25,khorsand-ncbi,khorsand
P0DTD1,Q9UBF2,COPG2,871,93.25,khorsand-ncbi,khorsand
P0DTD1,Q9P0I2,EMC3,261,77.25,khorsand-ncbi,khorsand
P0DTD1,Q9NWS8,RMND1,449,112.25,khorsand-ncbi,khorsand
P0DTD1,Q9NUT2,MITOS,735,90.25,khorsand-ncbi,khorsand
P0DTD1,Q9H490,PIGU,435,119.25,khorsand-ncbi,khorsand
P0DTD1,Q9H2J7,S6A15,730,116.25,khorsand-ncbi,khorsand
P0DTD1,Q9C0H2,TTYH3,523,100.25,khorsand-ncbi,khorsand
P0DTD1,Q9BVG9,PTSS2,487,90.25,khorsand-ncbi,khorsand
P0DTD1,Q9BT76,UPK3B,320,88.25,khorsand-ncbi,khorsand
P0DTD1,Q9BSR8,YIPF4,244,100.25,khorsand-ncbi,khorsand
P0DTD1,Q9BRR6,ADPGK,497,100.25,khorsand-ncbi,khorsand
P0DTD1,Q96S52,PIGS,555,89.25,khorsand-ncbi,khorsand
P0DTD1,Q96Q80,DERL3,235,112.25,khorsand-ncbi,khorsand
P0DTD1,Q96HV5,TM41A,264,91.25,khorsand-ncbi,khorsand
P0DTD1,Q96GC9,VMP1,406,105.25,khorsand-ncbi,khorsand
P0DTD1,Q96G23,CERS2,380,105.25,khorsand-ncbi,khorsand
P0DTD1,Q96ES6,MFSD3,412,61.25,khorsand-ncbi,khorsand
P0DTD1,Q96CP7,TLCD1,247,80.25,khorsand-ncbi,khorsand
P0DTD1,Q96C19,EFHD2,240,91.25,khorsand-ncbi,khorsand
P0DTD1,Q969E2,SCAM4,229,57.25,khorsand-ncbi,khorsand
P0DTD1,Q92536,YLAT2,515,96.25,khorsand-ncbi,khorsand
P0DTD1,Q8WY22,BRI3B,251,67.25,khorsand-ncbi,khorsand
P0DTD1,Q8WVQ1,CANT1,401,73.25,khorsand-ncbi,khorsand
P0DTD1,Q8WUD6,CHPT1,406,89.25,khorsand-ncbi,khorsand
P0DTD1,Q8WTW3,COG1,980,68.25,khorsand-ncbi,khorsand
P0DTD1,Q8N357,S35F6,371,93.25,khorsand-ncbi,khorsand
P0DTD1,Q8N0U8,VKORL,176,77.25,khorsand-ncbi,khorsand
P0DTD1,Q7Z3C6,ATG9A,839,116.25,khorsand-ncbi,khorsand
P0DTD1,Q6Y1H2,HACD2,254,86.25,khorsand-ncbi,khorsand
P0DTD1,Q6SZW1,SARM1,724,94.25,khorsand-ncbi,khorsand
P0DTD1,Q6P1A2,MBOA5,487,53.25,khorsand-ncbi,khorsand
P0DTD1,Q5UCC4,EMC10,262,72.25,khorsand-ncbi,khorsand
P0DTD1,Q5J8M3,EMC4,183,95.25,khorsand-ncbi,khorsand
P0DTD1,Q5HYI8,RABL3,236,99.25,khorsand-ncbi,khorsand
P0DTD1,Q5BJH7,YIF1B,314,83.25,khorsand-ncbi,khorsand
P0DTD1,Q15800,MSMO1,293,76.25,khorsand-ncbi,khorsand
P0DTD1,Q15392,DHC24,516,98.25,khorsand-ncbi,khorsand
P0DTD1,Q15125,EBP,230,92.25,khorsand-ncbi,khorsand
P0DTD1,Q15043,S39AE,492,96.25,khorsand-ncbi,khorsand
P0DTD1,Q15006,EMC2,297,99.25,khorsand-ncbi,khorsand
