Drug,Unnamed: 1,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
  AURINTRICARBOXYLIC ACID,,GALK1,0.42,0.15,0.0028720626631853785,0.00044010210368805564
  CHEMBL1161866,,NDUFA8,4.72,0.39,0.04029590948651001,0.0011442654695889448
  NV-128,,NDUFA8,1.13,0.28,0.009051348999129677,0.0008215239268843706
  ME-344,,NDUFA8,1.11,0.28,0.008877284595300261,0.0008215239268843706
  METFORMIN HYDROCHLORIDE,,NDUFA8,1.05,0.26,0.008355091383812012,0.0007628436463926298
  BEMPEDOIC ACID,,ACLY,17.42,113.61,0.15082680591818975,0.33333333333333337
  GLUCAGON,,ACLY,1.58,5.16,0.01296779808529156,0.015139512366869114
  QUERCETIN,,HSPA2,2.16,1.08,0.01801566579634465,0.003168735146554001
  CB-5083,,VCP,8.71,28.4,0.07502175805047868,0.08332599829827186
  PHENETHYLISOTHIOCYANATE,,VCP,5.26,0.54,0.04499564838990427,0.0015843675732770005
  HEXACHLOROPHENE,,VCP,0.81,0.33,0.006266318537859009,0.0009682246281137224
  AMENTOFLAVONE,,VCP,0.54,1.78,0.00391644908616188,0.005222544963764927
  3-PHOSPHOGLYCERIC ACID,,TPI1,17.42,6.31,0.15082680591818975,0.018513628495144208
  PHOSPHOGLYCOLOHYDROXAMATE,,TPI1,17.42,18.94,0.15082680591818975,0.055570225625678496
  CHEMBL1088324,,TPI1,17.42,18.94,0.15082680591818975,0.055570225625678496
  CHEMBL1161998,,TPI1,11.62,6.31,0.10034812880765884,0.018513628495144208
  FLUOROTRYPTOPHANE,,TPI1,8.71,9.47,0.07502175805047868,0.027785112812839248
  TERT-BUTANOL,,TPI1,8.71,4.73,0.07502175805047868,0.01387788633629669
  CHEMBL1161789,,TPI1,8.71,9.47,0.07502175805047868,0.027785112812839248
  ARTENIMOL,,TPI1,7.53,0.12,0.06475195822454309,0.0003520816829504445
  DITHIOTHREITOL,,TPI1,6.97,1.89,0.05987815491731941,0.005545286506469501
  PHOSPHOGLYCOLIC ACID,,TPI1,6.97,3.79,0.05987815491731941,0.011119913153184873
  METHYLDOPA,,TPI1,2.04,0.06,0.016971279373368148,0.00017604084147522224
  ZINC CHLORIDE,,TPI1,1.89,0.1,0.015665796344647518,0.0002934014024587038
  PHENETHYLISOTHIOCYANATE,,HSPE1,5.26,2.14,0.04499564838990427,0.006278790012616261
  DAUNORUBICIN HYDROCHLORIDE,,YWHAG,0.92,0.86,0.007223672758920802,0.0025232520611448523
  DOXORUBICIN HYDROCHLORIDE,,YWHAG,0.77,0.84,0.0059181897302001745,0.0024645717806531116
  DEMETHYL-CANTHARIDIN,,PPP1CA,2.18,9.47,0.01818973020017407,0.027785112812839248
  CANTHARIDIN,,PPP1CA,1.45,6.31,0.011836379460400347,0.018513628495144208
  CHEMBL1503729,,PPP1CA,0.97,2.1,0.007658833768494343,0.006161429451632779
  ARTENIMOL,,SNRPD2,7.53,1.4,0.06475195822454309,0.004107619634421853
  PHENETHYLISOTHIOCYANATE,,ACTA2,5.26,2.14,0.04499564838990427,0.006278790012616261
  COPPER,,HIST1H2BC,3.75,0.79,0.03185378590078329,0.0023178710794237597
  ARTENIMOL,,RPS28,7.53,1.4,0.06475195822454309,0.004107619634421853
  SANGLIFEHRIN A,,PPIA,17.42,32.46,0.15082680591818975,0.09523809523809525
  ARTENIMOL,,PPIA,7.53,0.2,0.06475195822454309,0.0005868028049174076
  PROLINE,,PPIA,6.22,1.93,0.05335073977371628,0.005662647067452982
  CYCLOSPORINE,,PPIA,4.98,1.55,0.04255874673629244,0.0045477217381099085
  COPPER,,PPIA,3.75,0.11,0.03185378590078329,0.00032274154270457413
  SCY 635,,PPIA,1.45,2.71,0.011836379460400347,0.007951178006630873
  VOCLOSPORIN,,PPIA,1.24,1.16,0.01000870322019147,0.0034034562685209633
  COPPER,,RACK1,3.75,0.79,0.03185378590078329,0.0023178710794237597
  ARTENIMOL,,ACTG1,7.53,0.47,0.06475195822454309,0.0013789865915559076
  COPPER,,ACTG1,5.63,0.39,0.04821583986074848,0.0011442654695889448
  VINCRISTINE,,ACTG1,1.2,0.33,0.009660574412532636,0.0009682246281137224
  IRINOTECAN,,UBE2I,2.3,1.07,0.01923411662315057,0.0031393950063081304
  CISPLATIN,,UBE2I,1.77,0.37,0.01462140992167102,0.0010855851890972038
  PHENETHYLISOTHIOCYANATE,,TPM4,5.26,2.14,0.04499564838990427,0.006278790012616261
  GUANIDINE,,DLG4,8.71,14.2,0.07502175805047868,0.04166299914913593
  CHEMBL283807,,DLG4,2.49,8.12,0.02088772845953003,0.023824193879646745
  LEVODOPA,,DLG4,1.18,0.77,0.00948651000870322,0.002259190798932019
  HALOPERIDOL,,DLG4,0.77,0.36,0.0059181897302001745,0.0010562450488513335
  ADENINE,,SRPK2,2.49,8.12,0.02088772845953003,0.023824193879646745
  PURVALANOL B,,SRPK2,1.45,9.47,0.011836379460400347,0.027785112812839248
  ZINC CHLORIDE,,DCD,2.83,0.88,0.023846823324630118,0.002581932341636593
  METHYLDOPA,,DCD,2.04,0.36,0.016971279373368148,0.0010562450488513335
  INS(1,,SPTBN1,4.98,16.23,0.04255874673629244,0.04761904761904762
  CALCIUM,,SPTBN1,1.24,2.71,0.01000870322019147,0.007951178006630873
  MELPHALAN,,SLC7A5,0.69,2.99,0.005221932114882507,0.008772701933515243
  ARTENIMOL,,RPL18,7.53,1.4,0.06475195822454309,0.004107619634421853
  APOGOSSYPOL,,BCL2L1,8.71,11.36,0.07502175805047868,0.03333039931930874
  CHEMBL106708,,BCL2L1,8.71,11.36,0.07502175805047868,0.03333039931930874
  ABT 737,,BCL2L1,7.47,3.25,0.06422976501305483,0.009535545579907873
  NAVITOCLAX,,BCL2L1,5.36,1.75,0.045865970409051354,0.0051345245430273155
  SANGIVAMYCIN,,BCL2L1,4.36,5.68,0.03716275021758051,0.01666519965965437
  ISOSORBIDE,,BCL2L1,4.36,2.84,0.03716275021758051,0.008332599829827186
  GOSSYPOL,,BCL2L1,2.18,0.47,0.01818973020017407,0.0013789865915559076
  OBATOCLAX,,BCL2L1,1.74,1.14,0.014360313315926894,0.0033447759880292226
  VENETOCLAX,,BCL2L1,1.16,0.38,0.009312445604873803,0.0011149253293430744
  OBATOCLAX MESYLATE,,BCL2L1,0.73,0.95,0.005570060922541341,0.0027873133233576857
  TENECTEPLASE,,LRP1,10.16,6.31,0.08764142732811141,0.018513628495144208
  MOROCTOCOG ALFA,,LRP1,7.92,6.89,0.06814621409921671,0.02021535662940469
  LANOTEPLASE,,LRP1,1.79,1.11,0.014795474325500435,0.003256755567291612
  COPPER,,SRSF1,3.75,0.79,0.03185378590078329,0.0023178710794237597
  CHEMBL2005186,,STK3,1.31,0.2,0.01061792863359443,0.0005868028049174076
  FOSTAMATINIB,,STK3,0.96,0.01,0.007571801566579635,2.9340140245870378e-05
  SP-600125,,STK3,0.88,0.05,0.006875543951261968,0.0001467007012293519
  HESPERADIN,,STK3,0.87,0.05,0.006788511749347259,0.0001467007012293519
  LY-2090314,,STK3,0.84,0.08,0.006527415143603134,0.00023472112196696302
  ALSTERPAULLONE,,STK3,0.78,0.04,0.006005221932114883,0.00011736056098348151
  KENPAULLONE,,STK3,0.74,0.04,0.005657093124456049,0.00011736056098348151
  CHEMBL541400,,STK3,0.71,0.05,0.005395996518711923,0.0001467007012293519
  SB-220025,,STK3,0.7,0.07,0.005308964316797215,0.00020538098172109265
  CYC-116,,STK3,0.67,0.02,0.005047867711053091,5.8680280491740756e-05
  VATALANIB,,STK3,0.67,0.16,0.005047867711053091,0.00046944224393392605
  LAUROGUADINE,,STK3,0.62,0.07,0.004612706701479548,0.00020538098172109265
  GW441756X,,STK3,0.6,0.03,0.004438642297650131,8.802042073761112e-05
  PD-0166285,,STK3,0.59,0.04,0.004351610095735423,0.00011736056098348151
  CHEMBL379975,,STK3,0.59,0.05,0.004351610095735423,0.0001467007012293519
  STAUROSPORINE,,STK3,0.56,0.04,0.004090513489991298,0.00011736056098348151
  GW843682X,,STK3,0.56,0.05,0.004090513489991298,0.0001467007012293519
  TAE-684,,STK3,0.51,0.02,0.0036553524804177552,5.8680280491740756e-05
  RG-1530,,STK3,0.51,0.02,0.0036553524804177552,5.8680280491740756e-05
  PF-00562271,,STK3,0.5,0.02,0.003568320278503047,5.8680280491740756e-05
  CEP-11981,,STK3,0.48,0.11,0.0033942558746736296,0.00032274154270457413
  CENISERTIB,,STK3,0.45,0.02,0.003133159268929504,5.8680280491740756e-05
  JNJ-7706621,,STK3,0.42,0.04,0.0028720626631853785,0.00011736056098348151
  ILORASERTIB,,STK3,0.37,0.02,0.002436901653611837,5.8680280491740756e-05
  DOVITINIB,,STK3,0.34,0.02,0.0021758050478677114,5.8680280491740756e-05
  SOTRASTAURIN,,STK3,0.31,0.04,0.0019147084421235858,0.00011736056098348151
  ENTRECTINIB,,STK3,0.22,0.03,0.0011314186248912099,8.802042073761112e-05
  CEDIRANIB,,STK3,0.18,0.04,0.000783289817232376,0.00011736056098348151
  VEROSUDIL,,ROCK1,8.71,3.34,0.07502175805047868,0.009799606842120705
  HYDROXYFASUDIL,,ROCK1,6.53,1.25,0.05604873803307225,0.003667517530733797
  CHEMBL406821,,ROCK1,5.81,1.11,0.04978241949521323,0.003256755567291612
  Y-39983,,ROCK1,4.36,1.67,0.03716275021758051,0.004899803421060353
  SAR-407899,,ROCK1,4.36,1.67,0.03716275021758051,0.004899803421060353
  NETARSUDIL,,ROCK1,4.36,1.67,0.03716275021758051,0.004899803421060353
  NETARSUDIL DIMESYLATE,,ROCK1,4.36,1.67,0.03716275021758051,0.004899803421060353
  AT-13148,,ROCK1,3.73,0.48,0.031679721496953875,0.001408326731801778
  Y-27632,,ROCK1,2.9,0.56,0.024456048738033073,0.0016430478537687412
  DE-104,,ROCK1,2.18,0.84,0.01818973020017407,0.0024645717806531116
  AMA0076,,ROCK1,2.18,0.84,0.01818973020017407,0.0024645717806531116
  CHEMBL3426621,,ROCK1,2.18,0.84,0.01818973020017407,0.0024645717806531116
  FASUDIL,,ROCK1,2.11,0.27,0.017580504786771107,0.0007921837866385002
  CHEMBL2005186,,ROCK1,1.31,0.17,0.01061792863359443,0.0004987823841797964
  CHEMBL365617,,ROCK1,0.97,0.19,0.007658833768494343,0.0005574626646715372
  GO-6976,,ROCK1,0.81,0.04,0.006266318537859009,0.00011736056098348151
  ALSTERPAULLONE,,ROCK1,0.78,0.03,0.006005221932114883,8.802042073761112e-05
  KENPAULLONE,,ROCK1,0.74,0.04,0.005657093124456049,0.00011736056098348151
  CHEMBL541400,,ROCK1,0.71,0.05,0.005395996518711923,0.0001467007012293519
  CYC-116,,ROCK1,0.67,0.02,0.005047867711053091,5.8680280491740756e-05
  CHEMBL1997335,,ROCK1,0.62,0.04,0.004612706701479548,0.00011736056098348151
  LAUROGUADINE,,ROCK1,0.62,0.06,0.004612706701479548,0.00017604084147522224
  GW441756X,,ROCK1,0.6,0.03,0.004438642297650131,8.802042073761112e-05
  CHEMBL225519,,ROCK1,0.59,0.03,0.004351610095735423,8.802042073761112e-05
  TAE-684,,ROCK1,0.51,0.02,0.0036553524804177552,5.8680280491740756e-05
  PF-00562271,,ROCK1,0.5,0.02,0.003568320278503047,5.8680280491740756e-05
  CENISERTIB,,ROCK1,0.45,0.01,0.003133159268929504,2.9340140245870378e-05
  SP-600125,,ROCK1,0.44,0.02,0.0030461270670147957,5.8680280491740756e-05
  LINIFANIB,,ROCK1,0.44,0.02,0.0030461270670147957,5.8680280491740756e-05
  VX-702,,ROCK1,0.44,0.17,0.0030461270670147957,0.0004987823841797964
  JNJ-7706621,,ROCK1,0.42,0.03,0.0028720626631853785,8.802042073761112e-05
  ILORASERTIB,,ROCK1,0.37,0.02,0.002436901653611837,5.8680280491740756e-05
  CHEMBL546797,,ROCK1,0.27,0.05,0.0015665796344647522,0.0001467007012293519
  CI-1040,,ROCK1,0.19,0.07,0.0008703220191470845,0.00020538098172109265
  COMBRETASTATIN A4,,TUBB3,19.36,0.56,0.16771105308964318,0.0016430478537687412
  PACLITAXEL,,TUBB3,13.07,0.19,0.11296779808529157,0.0005574626646715372
  NOCODAZOLE,,TUBB3,11.5,0.3,0.09930374238468234,0.0008802042073761113
  IXABEPILONE,,TUBB3,11.2,0.36,0.09669277632724108,0.0010562450488513335
  PATUPILONE,,TUBB3,9.5,0.34,0.08189730200174065,0.0009975647683595928
  PODOFILOX,,TUBB3,9.09,0.22,0.0783289817232376,0.0006454830854091483
  COLCHICINE,,TUBB3,8.8,0.23,0.07580504786771107,0.0006748232256550187
  EPOTHILONE D,,TUBB3,8.71,0.32,0.07502175805047868,0.0009388844878678521
  CHEMBL1935538,,TUBB3,5.64,0.15,0.04830287206266319,0.00044010210368805564
  CHEMBL453818,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  MAYTANSINE,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  CHEMBL2036119,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  CHEMBL1795737,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  CYCLOSTREPTIN,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  MAYTANSINOL,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  CHEMBL2036124,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  ZAMPANOLIDE,,TUBB3,5.44,0.16,0.046562228024369025,0.00046944224393392605
  PHENETHYLISOTHIOCYANATE,,TUBB3,5.26,0.05,0.04499564838990427,0.0001467007012293519
  ABT-751,,TUBB3,4.84,0.14,0.04134029590948651,0.0004107619634421853
  VINCRISTINE,,TUBB3,4.81,0.09,0.04107919930374238,0.0002640612622128334
  VINORELBINE,,TUBB3,4.02,0.1,0.03420365535248042,0.0002934014024587038
  VINBLASTINE,,TUBB3,3.73,0.11,0.031679721496953875,0.00032274154270457413
  LARGAZOLE,,TUBB3,3.6,0.09,0.030548302872062668,0.0002640612622128334
  VORINOSTAT,,TUBB3,2.97,0.05,0.025065274151436036,0.0001467007012293519
  SAGOPILONE,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  VINFLUNINE,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  CROLIBULIN,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  LEXIBULIN,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  FOSBRETABULIN TROMETHAMINE,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  VERUBULIN,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  DOCETAXEL,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  DAVUNETIDE,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  PACLITAXEL POLIGLUMEX,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  FOSBRETABULIN DISODIUM,,TUBB3,2.8,0.09,0.02358572671888599,0.0002640612622128334
  BRENTUXIMAB VEDOTIN,,TUBB3,2.61,0.08,0.02193211488250653,0.00023472112196696302
  ERIBULIN MESYLATE,,TUBB3,2.61,0.08,0.02193211488250653,0.00023472112196696302
  TRASTUZUMAB EMTANSINE,,TUBB3,2.61,0.08,0.02193211488250653,0.00023472112196696302
  INDIBULIN,,TUBB3,2.61,0.08,0.02193211488250653,0.00023472112196696302
  PLINABULIN,,TUBB3,2.61,0.08,0.02193211488250653,0.00023472112196696302
  VINORELBINE TARTRATE,,TUBB3,2.45,0.08,0.020539599651871198,0.00023472112196696302
  VINCRISTINE SULFATE,,TUBB3,2.31,0.07,0.019321148825065276,0.00020538098172109265
  CABAZITAXEL,,TUBB3,2.31,0.07,0.019321148825065276,0.00020538098172109265
  VINBLASTINE SULFATE,,TUBB3,2.06,0.07,0.017145343777197564,0.00020538098172109265
  CURCUMIN,,TUBB3,2.0,0.03,0.016623150565709312,8.802042073761112e-05
  DOCETAXEL,,TUBB3,0.58,0.02,0.004264577893820714,5.8680280491740756e-05
  ARTENIMOL,,HNRNPD,7.53,1.4,0.06475195822454309,0.004107619634421853
  DIMETHYL FUMARATE,,KEAP1,6.53,28.4,0.05604873803307225,0.08332599829827186
  BARDOXOLONE,,KEAP1,1.09,4.73,0.008703220191470845,0.01387788633629669
  BARDOXOLONE METHYL,,KEAP1,0.48,2.1,0.0033942558746736296,0.006161429451632779
  TECADENOSON,,SLC29A2,2.9,9.47,0.024456048738033073,0.027785112812839248
  MERCAPTOPURINE,,SLC29A2,2.49,4.06,0.02088772845953003,0.011912096939823372
  GEMCITABINE,,SLC29A2,1.38,0.35,0.011227154046997388,0.0010269049086054631
  ALCOHOL,,SLC29A2,0.66,0.22,0.004960835509138382,0.0006454830854091483
  DOXORUBICIN,,NOLC1,1.83,1.2,0.01514360313315927,0.003520816829504445
  RADICICOL,,PDK3,7.26,9.47,0.062402088772845955,0.027785112812839248
  DIHYDROLIPOIC ACID,,PDK3,5.81,18.94,0.04978241949521323,0.055570225625678496
  PLADIENOLIDE B,,SF3B3,8.71,37.87,0.07502175805047868,0.1111111111111111
  PLA D,,SF3B3,8.71,37.87,0.07502175805047868,0.1111111111111111
  QUERCETIN,,SF3B3,2.16,0.36,0.01801566579634465,0.0010562450488513335
  ARTENIMOL,,SF1,7.53,1.4,0.06475195822454309,0.004107619634421853
  ASPARAGINE,,SLC1A5,8.71,9.47,0.07502175805047868,0.027785112812839248
  GLUTAMINE,,SLC1A5,3.48,3.79,0.029503916449086166,0.011119913153184873
  BENZYLCYSTEINE,,SLC1A5,2.18,9.47,0.01818973020017407,0.027785112812839248
  CARFILZOMIB,,ADRM1,4.59,0.75,0.0391644908616188,0.0022005105184402783
  BORTEZOMIB,,ADRM1,4.07,0.47,0.034638816362053966,0.0013789865915559076
  IXAZOMIB CITRATE,,ADRM1,2.29,0.37,0.01914708442123586,0.0010855851890972038
  OPROZOMIB,,ADRM1,2.23,0.36,0.01862489120974761,0.0010562450488513335
  SODIUM MOLYBDATE,,CDC37,8.71,56.81,0.07502175805047868,0.16668133673678961
  GELDANAMYCIN,,CDC37,3.48,3.79,0.029503916449086166,0.011119913153184873
  PROLINE,,P3H1,3.73,8.12,0.031679721496953875,0.023824193879646745
  ASPARTIC ACID,,DARS2,10.16,18.94,0.08764142732811141,0.055570225625678496
  IMATINIB,,FIP1L1,1.73,2.51,0.014273281114012184,0.007364375201713464
  BIIB021,,CARM1,4.36,14.2,0.03716275021758051,0.04166299914913593
  EOSIN,,CARM1,2.9,18.94,0.024456048738033073,0.055570225625678496
  METHYLDOPA,,HRNR,2.04,0.72,0.016971279373368148,0.002112490097702667
  ETIOCHOLANOLONE,,HSD17B11,2.18,28.4,0.01818973020017407,0.08332599829827186
  VORINOSTAT,,HDAC2,29.66,0.46,0.2573542210617929,0.0013496464513100374
  CINNAMIC ACID HYDROXAMATE,,HDAC2,8.71,2.14,0.07502175805047868,0.006278790012616261
  LARGAZOLE,,HDAC2,7.21,0.15,0.061966927763272416,0.00044010210368805564
  BELINOSTAT,,HDAC2,5.6,0.46,0.04795474325500435,0.0013496464513100374
  TRICHOSTATIN,,HDAC2,5.5,0.34,0.04708442123585727,0.0009975647683595928
  MOCETINOSTAT,,HDAC2,5.36,0.66,0.045865970409051354,0.0019364492562274449
  NANATINOSTAT,,HDAC2,4.36,0.54,0.03716275021758051,0.0015843675732770005
  TIXOCORTOL,,HDAC2,4.36,1.07,0.03716275021758051,0.0031393950063081304
  CUDC-101,,HDAC2,3.73,0.31,0.031679721496953875,0.0009095443476219816
  ENTINOSTAT,,HDAC2,3.39,0.42,0.02872062663185379,0.0012322858903265558
  TACEDINALINE,,HDAC2,3.17,0.39,0.026805918189730202,0.0011442654695889448
  ABEXINOSTAT,,HDAC2,3.17,0.39,0.026805918189730202,0.0011442654695889448
  ROMIDEPSIN,,HDAC2,3.05,0.38,0.0257615317667537,0.0011149253293430744
  7-ETHYL-10-HYDROXYCAMPTOTHECIN,,HDAC2,2.58,0.08,0.021671018276762405,0.00023472112196696302
  PANOBINOSTAT,,HDAC2,2.56,0.32,0.02149695387293299,0.0009388844878678521
  APICIDIN,,HDAC2,2.38,0.29,0.019930374238468235,0.0008508640671302408
  GIVINOSTAT,,HDAC2,2.18,0.27,0.01818973020017407,0.0007921837866385002
  SCRIPTAID,,HDAC2,2.18,0.27,0.01818973020017407,0.0007921837866385002
  CHIDAMIDE,,HDAC2,2.18,0.27,0.01818973020017407,0.0007921837866385002
  THEOPHYLLINE,,HDAC2,2.11,0.1,0.017580504786771107,0.0002934014024587038
  DAUNORUBICIN,,HDAC2,1.95,0.03,0.01618798955613577,8.802042073761112e-05
  VALPROIC ACID,,HDAC2,1.94,0.24,0.01610095735422106,0.000704163365900889
  FIMEPINOSTAT,,HDAC2,1.94,0.12,0.01610095735422106,0.0003520816829504445
  PHENYLBUTANOIC ACID,,HDAC2,1.87,0.15,0.015491731940818104,0.00044010210368805564
  CITARINOSTAT,,HDAC2,1.74,0.21,0.014360313315926894,0.0006161429451632779
  CHEMBL117487,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  CHEMBL324053,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  BUTYRYLHYDROXAMIC ACID,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  PHENYLBUTYRYLHYDROXAMIC ACID,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  CHEMBL1650245,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  SUBEROHYDROXAMIC ACID,,HDAC2,1.58,0.19,0.01296779808529156,0.0005574626646715372
  RICOLINOSTAT,,HDAC2,1.45,0.18,0.011836379460400347,0.0005281225244256667
  PRACINOSTAT,,HDAC2,1.45,0.18,0.011836379460400347,0.0005281225244256667
  BUTANOIC ACID,,HDAC2,1.45,0.18,0.011836379460400347,0.0005281225244256667
  DOMATINOSTAT,,HDAC2,1.45,0.18,0.011836379460400347,0.0005281225244256667
  AN-9,,HDAC2,1.45,0.12,0.011836379460400347,0.0003520816829504445
  LOVASTATIN,,HDAC2,1.36,0.05,0.011053089643167972,0.0001467007012293519
  PSAMMAPLIN A,,HDAC2,1.34,0.16,0.010879025239338556,0.00046944224393392605
  SIMVASTATIN,,HDAC2,1.24,0.04,0.01000870322019147,0.00011736056098348151
  OXTRIPHYLLINE,,HDAC2,1.19,0.29,0.009573542210617928,0.0008508640671302408
  PAZOPANIB,,HDAC2,1.16,0.05,0.009312445604873803,0.0001467007012293519
  DEPAKOTE,,HDAC2,1.09,0.13,0.008703220191470845,0.0003814218231963149
  PRAVASTATIN,,HDAC2,0.97,0.06,0.007658833768494343,0.00017604084147522224
  OLAPARIB,,HDAC2,0.87,0.04,0.006788511749347259,0.00011736056098348151
  HINOKITIOL,,HDAC2,0.87,0.07,0.006788511749347259,0.00020538098172109265
  PANOBINOSTAT LACTATE,,HDAC2,0.87,0.11,0.006788511749347259,0.00032274154270457413
  AMINOPHYLLINE,,HDAC2,0.79,0.19,0.006092254134029592,0.0005574626646715372
  RESMINOSTAT,,HDAC2,0.79,0.1,0.006092254134029592,0.0002934014024587038
  DACINOSTAT,,HDAC2,0.79,0.1,0.006092254134029592,0.0002934014024587038
  FLUVASTATIN,,HDAC2,0.79,0.1,0.006092254134029592,0.0002934014024587038
  QUISINOSTAT,,HDAC2,0.73,0.09,0.005570060922541341,0.0002640612622128334
  ATORVASTATIN,,HDAC2,0.68,0.03,0.0051348999129677995,8.802042073761112e-05
  AR-42,,HDAC2,0.67,0.08,0.005047867711053091,0.00023472112196696302
  FOSTAMATINIB,,COQ8B,0.96,0.38,0.007571801566579635,0.0011149253293430744
  ANISOMYCIN,,RPL10L,5.81,3.16,0.04978241949521323,0.009271484317695039
  PUROMYCIN,,RPL10L,5.66,2.84,0.04847693646649261,0.008332599829827186
  ALSTERPAULLONE,,PASK,0.78,0.57,0.006005221932114883,0.0016723879940146113
  CHEMBL225519,,PASK,0.59,0.43,0.004351610095735423,0.0012616260305724262
  CARFILZOMIB,,PSMB7,6.11,0.8,0.05239338555265449,0.0023472112196696302
  BORTEZOMIB,,PSMB7,5.42,0.5,0.0463881636205396,0.0014670070122935188
  MARIZOMIB,,PSMB7,2.83,0.57,0.023846823324630118,0.0016723879940146113
  IXAZOMIB CITRATE,,PSMB7,2.29,0.3,0.01914708442123586,0.0008802042073761113
  OPROZOMIB,,PSMB7,2.23,0.29,0.01862489120974761,0.0008508640671302408
  CALCIUM CITRATE,,CHP1,0.79,0.86,0.006092254134029592,0.0025232520611448523
  CALCIUM PHOSPHATE,,CHP1,0.79,0.86,0.006092254134029592,0.0025232520611448523
  PYRENE,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  HOECHST 33258,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  CHEMBL512649,,HSD17B10,4.36,0.07,0.03716275021758051,0.00020538098172109265
  DIHYDRO-OBLIQUIN,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  SALICYLURIC ACID,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  PHTHALAZINONE,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  NAPHTHYLAMINE,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  DIETHANOLAMINE,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  CHEMBL8488,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  CHEMBL294878,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  CHEMBL1608067,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
  PADIMATE O,,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
"  O,O'-DIMETHYLCAFFEIC ACID",,HSD17B10,4.36,0.14,0.03716275021758051,0.0004107619634421853
