Drug_name,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
CHEMBL1256291,ALDH1A1,0.4,0.01,0.002697998,2.93E-05
NIFEDIPINE,ALDH1A1,0.38,0,0.002523934,0
EMODIC ACID,ALDH1A1,0.36,0.01,0.002349869,2.93E-05
FUMARPROTOCETRARIC ACID,ALDH1A1,0.36,0.01,0.002349869,2.93E-05
CILOSTAZOL,ALDH1A1,0.34,0.01,0.002175805,2.93E-05
IRIGENOL,ALDH1A1,0.34,0.01,0.002175805,2.93E-05
ALCOHOL,ALDH1A1,0.33,0,0.002088773,0
APIGENIN,ALDH1A1,0.32,0.01,0.002001741,2.93E-05
CRYPTOTANSHINONE,ALDH1A1,0.31,0.01,0.001914708,2.93E-05
LIOTHYRONINE SODIUM,ALDH1A1,0.29,0,0.001740644,0
CHRYSIN,ALDH1A1,0.29,0.01,0.001740644,2.93E-05
ANANDAMIDE,ALDH1A1,0.27,0.01,0.00156658,2.93E-05
3-PHOSPHOGLYCERIC ACID,PGK1,17.42,15.15,0.150826806,0.044450312
ARTENIMOL,PGK1,7.53,0.28,0.064751958,0.000821524
COPPER,PGK1,3.75,0.16,0.031853786,0.000469442
PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER,PGK1,3.48,9.09,0.029503916,0.026670187
LAMIVUDINE,PGK1,0.84,0.44,0.006527415,0.001290966
CHEMBL233611,LDLR,8.71,5.41,0.075021758,0.015873016
TRIBUTYRIN,LDLR,4.36,1.35,0.03716275,0.003960919
CHOLESTYRAMINE,LDLR,2.9,1.8,0.024456049,0.005281225
RETINOL,LDLR,2.49,0.39,0.020887728,0.001144265
ATENOLOL,LDLR,2.31,0.24,0.019321149,0.000704163
EVOLOCUMAB,LDLR,2.18,1.35,0.01818973,0.003960919
MIPOMERSEN,LDLR,2.18,1.35,0.01818973,0.003960919
ALIROCUMAB,LDLR,2.18,1.35,0.01818973,0.003960919
RIBAVIRIN,LDLR,1.58,0.16,0.012967798,0.000469442
GLUCAGON,LDLR,1.58,0.49,0.012967798,0.001437667
TETRACYCLINE,LDLR,1.54,0.32,0.012619669,0.000938884
ACETYLCYSTEINE,LDLR,1.39,0.22,0.011314186,0.000645483
LOVASTATIN,LDLR,1.36,0.12,0.01105309,0.000352082
CORTICOTROPIN,LDLR,1.24,0.39,0.010008703,0.001144265
VERAPAMIL,LDLR,1.22,0.11,0.009834639,0.000322742
LOMITAPIDE,LDLR,1.09,0.68,0.00870322,0.00199513
EPOETIN ALFA,LDLR,0.92,0.28,0.007223673,0.000821524
HALOPERIDOL,LDLR,0.77,0.07,0.00591819,0.000205381
GEMFIBROZIL,LDLR,0.67,0.42,0.005047868,0.001232286
PRAVASTATIN,LDLR,0.48,0.08,0.003394256,0.000234721
ATORVASTATIN,LDLR,0.34,0.04,0.002175805,0.000117361
METHYLDOPA,KRT14,2.04,0.72,0.016971279,0.00211249
METHYLDOPA,MT2A,3.06,0.27,0.025848564,0.000792184
ZINC CHLORIDE,MT2A,2.83,0.44,0.023846823,0.001290966
ACETAMINOPHEN,MT2A,1.31,0.71,0.010617929,0.00208315
ALCOHOL,MT2A,0.66,0.22,0.004960836,0.000645483
GANTENERUMAB,APP,13.07,4.16,0.112967798,0.012205498
CRENEZUMAB,APP,13.07,4.16,0.112967798,0.012205498
GSK933776,APP,13.07,4.16,0.112967798,0.012205498
PONEZUMAB,APP,13.07,4.16,0.112967798,0.012205498
BAN2401,APP,13.07,4.16,0.112967798,0.012205498
SOLANEZUMAB,APP,13.07,4.16,0.112967798,0.012205498
BAPINEUZUMAB,APP,13.07,4.16,0.112967798,0.012205498
CHEMBL177126,APP,8.71,2.77,0.075021758,0.008127219
CHEMBL249448,APP,8.71,2.77,0.075021758,0.008127219
CHEMBL477841,APP,8.71,2.77,0.075021758,0.008127219
FERULIC ACID,APP,8.71,2.77,0.075021758,0.008127219
CHEMBL249447,APP,8.71,2.77,0.075021758,0.008127219
TIOMOLIBDATE ION,APP,8.71,2.77,0.075021758,0.008127219
COPPER,APP,7.5,0.04,0.064490862,0.000117361
SCYLLITOL,APP,5.81,0.92,0.049782419,0.002699293
DIMERCAPROL,APP,5.81,0.46,0.049782419,0.001349646
ADUCANUMAB,APP,4.36,1.39,0.03716275,0.004078279
TRAMIPROSATE,APP,4.36,1.39,0.03716275,0.004078279
VANUTIDE CRIDIFICAR,APP,4.36,1.39,0.03716275,0.004078279
CAPROSPINOL,APP,4.36,1.39,0.03716275,0.004078279
PHENSERINE,APP,4.36,0.46,0.03716275,0.001349646
ALUMINUM ACETATE,APP,4.36,0.69,0.03716275,0.00202447
TROMETHAMINE,APP,4.36,1.39,0.03716275,0.004078279
ALUMINUM PHOSPHATE,APP,4.36,0.69,0.03716275,0.00202447
CURCUMIN,APP,4,0.07,0.034029591,0.000205381
RESVERATROL,APP,2.6,0.08,0.021845083,0.000234721
CLIOQUINOL,APP,2.42,0.15,0.020278503,0.000440102
HYDROXYCHLOROQUINE,APP,2.18,0.23,0.01818973,0.000674823
T-817 MALEATE,APP,2.18,0.69,0.01818973,0.00202447
METHYLDOPA,APP,2.04,0.02,0.016971279,5.87E-05
DAUNORUBICIN,APP,1.95,0.04,0.01618799,0.000117361
ZINC CHLORIDE,APP,1.89,0.03,0.015665796,8.80E-05
NIROGACESTAT,APP,1.74,0.28,0.014360313,0.000821524
DEFEROXAMINE,APP,1.74,0.18,0.014360313,0.000528123
METHYLINOSITOL,APP,1.45,0.46,0.011836379,0.001349646
CHEMBL1368696,APP,1.45,0.23,0.011836379,0.000674823
PHENSERINE,APP,1.45,0.46,0.011836379,0.001349646
CONGO RED,APP,0.87,0.09,0.006788512,0.000264061
PROPOFOL,APP,0.6,0.1,0.004438642,0.000293401
PARAROSANILINE,APP,0.4,0.13,0.002697998,0.000381422
GENTIAN VIOLET,APP,0.26,0.08,0.001479547,0.000234721
LATRUNCULIN A,GSN,8.71,18.94,0.075021758,0.055570226
COPPER,GSN,3.75,0.26,0.031853786,0.000762844
METHYLDOPA,GSN,2.04,0.24,0.016971279,0.000704163
SIROLIMUS,EIF4E,3.21,2.33,0.027154047,0.006836253
ETOPOSIDE,EIF4E,1.68,0.73,0.01383812,0.00214183
HYDROXYUREA,EIF4E,1.24,2.71,0.010008703,0.007951178
CHEMBL257975,GPI,17.42,32.46,0.150826806,0.095238095
CHEMBL1235136,GPI,17.42,32.46,0.150826806,0.095238095
CHEMBL1232448,GPI,17.42,32.46,0.150826806,0.095238095
CHEMBL1230513,GPI,8.71,16.23,0.075021758,0.047619048
ARTENIMOL,GPI,7.53,0.2,0.064751958,0.000586803
COPPER,GPI,3.75,0.11,0.031853786,0.000322742
FLUDEOXYGLUCOSE-F18,GPI,1.45,2.71,0.011836379,0.007951178
PHENETHYLISOTHIOCYANATE,TPM3,5.26,0.24,0.044995648,0.000704163
APAZIQUONE,TPM3,4.36,6.31,0.03716275,0.018513628
THIOGUANINE,TPM3,2.01,0.49,0.016710183,0.001437667
CORTICOTROPIN,TPM3,1.24,0.9,0.010008703,0.002640613
SIMVASTATIN,TPM3,1.24,0.23,0.010008703,0.000674823
EPINEPHRINE,TPM3,1.12,0.41,0.008964317,0.001202946
METHOTREXATE,TPM3,0.97,0.12,0.007658834,0.000352082
PROGESTERONE,TPM3,0.79,0.16,0.006092254,0.000469442
MIDAZOLAM,TPM3,0.47,0.34,0.003307224,0.000997565
ARTENIMOL,LDHB,7.53,0.35,0.064751958,0.001026905
CHEMBL1161866,LDHB,7.08,0.59,0.060835509,0.001731068
OXAMATE,LDHB,6.53,21.3,0.056048738,0.062494499
STIRIPENTOL,LDHB,2.18,7.1,0.01818973,0.0208315
THIOPROLINE,ANXA5,17.42,56.81,0.150826806,0.166681337
CHEMBL1233797,ANXA5,8.71,28.4,0.075021758,0.083325998
COPPER,ANXA5,3.75,0.2,0.031853786,0.000586803
LAPACHONE,ANXA5,1.56,1.01,0.012793734,0.002963354
CHEMBL451855,IMPDH2,13.07,14.2,0.112967798,0.041662999
CHEMBL1683024,IMPDH2,8.71,9.47,0.075021758,0.027785113
CHEMBL1207374,IMPDH2,5.81,6.31,0.049782419,0.018513628
RIBAVIRIN,IMPDH2,4.75,0.86,0.040557006,0.002523252
MERIMEPODIB,IMPDH2,4.36,4.73,0.03716275,0.013877886
CYCLOSPORINE,IMPDH2,2.49,0.45,0.020887728,0.001320306
CHEMBL1161866,IMPDH2,2.36,0.07,0.01975631,0.000205381
AVN-944,IMPDH2,2.18,2.37,0.01818973,0.006953613
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,IMPDH2,2.18,2.37,0.01818973,0.006953613
THIOGUANINE,IMPDH2,2.01,0.36,0.016710183,0.001056245
MYCOPHENOLIC ACID,IMPDH2,1.09,0.59,0.00870322,0.001731068
MYCOPHENOLATE MOFETIL,IMPDH2,0.73,0.79,0.005570061,0.002317871
CHEMBL1213412,UNG,8.71,56.81,0.075021758,0.166681337
CHEMBL1213371,UNG,8.71,56.81,0.075021758,0.166681337
METHYLDOPA,JUP,2.04,0.72,0.016971279,0.00211249
GLUTAMINE,GLUL,10.45,17.04,0.090165361,0.049995599
GLUTAMIC ACID,GLUL,3.8,2.25,0.032288947,0.006601532
BCG VACCINE,EIF2AK2,2.9,4.73,0.024456049,0.013877886
FOSTAMATINIB,EIF2AK2,0.96,0.19,0.007571802,0.000557463
MG-132,PSMB1,13.07,4.73,0.112967798,0.013877886
CARFILZOMIB,PSMB1,10.7,1.16,0.092341166,0.003403456
BORTEZOMIB,PSMB1,9.49,0.74,0.08181027,0.00217117
IXAZOMIB CITRATE,PSMB1,4.59,0.5,0.039164491,0.001467007
OPROZOMIB,PSMB1,4.47,0.49,0.038120104,0.001437667
MARIZOMIB,PSMB1,2.83,0.47,0.023846823,0.001378987
ARTENIMOL,CSRP1,7.53,1.4,0.064751958,0.00410762
PROLINE,PPIB,6.22,6.76,0.05335074,0.019833935
DITHIOTHREITOL,PPIB,3.48,5.68,0.029503916,0.0166652
CARFILZOMIB,PSMA2,6.11,0.8,0.052393386,0.002347211
BORTEZOMIB,PSMA2,5.42,0.5,0.046388164,0.001467007
MARIZOMIB,PSMA2,2.83,0.57,0.023846823,0.001672388
IXAZOMIB CITRATE,PSMA2,2.29,0.3,0.019147084,0.000880204
OPROZOMIB,PSMA2,2.23,0.29,0.018624891,0.000850864
TARTARIC ACID,DDX6,0.87,11.36,0.006788512,0.033330399
DECITABINE,DNMT1,24.68,2.6,0.214012185,0.007628436
AZACITIDINE,DNMT1,13.84,0.97,0.119669278,0.002845994
TETRAHYDROCURCUMIN,DNMT1,8.71,3.66,0.075021758,0.010738491
PALIFOSFAMIDE,DNMT1,8.71,3.66,0.075021758,0.010738491
MAHANINE,DNMT1,8.71,3.66,0.075021758,0.010738491
CHEMBL2063052,DNMT1,8.71,3.66,0.075021758,0.010738491
HEXAHYDROCURCUMIN,DNMT1,8.71,3.66,0.075021758,0.010738491
ZEBULARINE,DNMT1,8.71,3.66,0.075021758,0.010738491
FLUCYTOSINE,DNMT1,7.26,3.05,0.062402089,0.008948743
FLUOROCYCLOPENTENYLCYTOSINE,DNMT1,4.36,1.83,0.03716275,0.005369246
GUADECITABINE,DNMT1,4.36,1.83,0.03716275,0.005369246
PROCAINAMIDE,DNMT1,4.36,1.83,0.03716275,0.005369246
ANTROQUINONOL,DNMT1,4.36,1.83,0.03716275,0.005369246
CURCUMIN,DNMT1,3,0.07,0.025326371,0.000205381
IFOSFAMIDE,DNMT1,2.9,0.41,0.024456049,0.001202946
BISDEMETHOXYCURCUMIN,DNMT1,2.9,1.22,0.024456049,0.003579497
BENZANTHRONE,DNMT1,2.18,0.92,0.01818973,0.002699293
PROCAINE,DNMT1,2.01,0.42,0.016710183,0.001232286
FLOXURIDINE,DNMT1,1.87,0.26,0.015491732,0.000762844
EPIGALOCATECHIN GALLATE,DNMT1,1.8,0.13,0.014882507,0.000381422
CISPLATIN,DNMT1,1.77,0.02,0.01462141,5.87E-05
MITOXANTRONE,DNMT1,1.49,0.09,0.012184508,0.000264061
DEMETHOXYCURCUMIN,DNMT1,1.45,0.61,0.011836379,0.001789749
CHEMBL580076,DNMT1,1.45,0.31,0.011836379,0.000909544
ADRIAMYCIN,DNMT1,1.38,0.19,0.011227154,0.000557463
HYDROXYUREA,DNMT1,1.24,0.26,0.010008703,0.000762844
DIETHYLSTILBESTROL,DNMT1,1.06,0.11,0.008442124,0.000322742
CHEMBL599013,DNMT1,0.93,0.13,0.007310705,0.000381422
CEPHALOTHIN,DNMT1,0.87,0.18,0.006788512,0.000528123
CHEMBL1490332,DNMT1,0.62,0.26,0.004612707,0.000762844
DAPHNORIN,DNMT1,0.62,0.26,0.004612707,0.000762844
AURANOFIN,PRDX5,8.71,37.87,0.075021758,0.111111111
CHEMBL148831,PRDX5,4.36,18.94,0.03716275,0.055570226
DIMINAZENE,PRDX5,4.36,9.47,0.03716275,0.027785113
CHEMBL527586,MPI,3.27,1.29,0.02767624,0.003784878
CHEMBL522983,MPI,1.19,0.47,0.009573542,0.001378987
CHEMBL591126,MPI,1.19,0.47,0.009573542,0.001378987
CHEMBL175266,MPI,0.93,0.37,0.007310705,0.001085585
CHEMBL1567571,MPI,0.87,0.34,0.006788512,0.000997565
EBSELEN,MPI,0.85,0.14,0.006614447,0.000410762
HAEMATOXYLIN,MPI,0.84,0.2,0.006527415,0.000586803
CHEMBL602969,MPI,0.73,0.43,0.005570061,0.001261626
CHEMBL601757,MPI,0.73,0.22,0.005570061,0.000645483
CHEMBL1412489,MPI,0.62,0.74,0.004612707,0.00217117
APOMORPHINE HYDROCHLORIDE HEMIHYDRATE,MPI,0.48,0.29,0.003394256,0.000850864
PHYTONADIONE,GGCX,21.78,47.34,0.188772846,0.138896224
ANISINDIONE,GGCX,10.16,11.05,0.087641427,0.032420855
ACENOCOUMAROL,GGCX,7.26,7.89,0.062402089,0.023149371
MENADIONE,GGCX,6.31,1.96,0.05413403,0.005750667
GLUTAMIC ACID,GGCX,2.28,0.45,0.019060052,0.001320306
MENADIOL SODIUM DIPHOSPHATE,GGCX,1.24,1.35,0.010008703,0.003960919
CHEMBL384759,EIFS3,7.26,6.31,0.062402089,0.018513628
VINORELBINE,SMARCA4,4.02,0.62,0.034203655,0.001819089
ABEMACICLIB,SMARCA4,2.8,1.74,0.023585727,0.005105184
PALBOCICLIB,SMARCA4,2.22,0.52,0.018537859,0.001525687
CISPLATIN,SMARCA4,1.77,0.11,0.01462141,0.000322742
RIBOCICLIB,SMARCA4,1.63,1.01,0.013402959,0.002963354
TAZEMETOSTAT,SMARCA4,1.45,2.71,0.011836379,0.007951178
TOZASERTIB,SMARCA4,0.62,0.23,0.004612707,0.000674823
GLUTAMIC ACID,ALDH18A1,4.56,5.41,0.038903394,0.015873016
ANISOMYCIN,SNU13,5.81,6.31,0.049782419,0.018513628
COPPER,EIF6,3.75,0.79,0.031853786,0.002317871
VIRGINIAMYCIN FACTOR S,RPL37,8.71,37.87,0.075021758,0.111111111
ANISOMYCIN,RPL37,5.81,2.1,0.049782419,0.006161429
PUROMYCIN,RPL37,5.66,1.89,0.048476936,0.005545287
ESTRAMUSTINE,MAP1A,1.16,7.57,0.009312446,0.022210486
VOSAROXIN,TOP2B,13.07,1.98,0.112967798,0.005809348
BECATECARIN,TOP2B,13.07,1.32,0.112967798,0.003872899
DEXRAZOXANE,TOP2B,10.16,1.54,0.087641427,0.004518382
LYCOBETAINE,TOP2B,8.71,0.88,0.075021758,0.002581932
AMONAFIDE,TOP2B,8.71,1.32,0.075021758,0.003872899
ETOPOSIDE,TOP2B,7.54,0.23,0.06483899,0.000674823
GEPOTIDACIN,TOP2B,4.36,1.32,0.03716275,0.003872899
NEMORUBICIN,TOP2B,4.36,1.32,0.03716275,0.003872899
BERUBICIN,TOP2B,4.36,1.32,0.03716275,0.003872899
PYRAZOLOACRIDINE,TOP2B,4.36,0.66,0.03716275,0.001936449
CINOXACIN,TOP2B,4.36,1.32,0.03716275,0.003872899
L-377202,TOP2B,4.36,1.32,0.03716275,0.003872899
CHEMBL488755,TOP2B,4.36,1.32,0.03716275,0.003872899
PIXANTRONE,TOP2B,4.36,1.32,0.03716275,0.003872899
ALDOXORUBICIN,TOP2B,4.36,0.66,0.03716275,0.001936449
ELSAMITRUCIN,TOP2B,4.36,0.44,0.03716275,0.001290966
SABARUBICIN,TOP2B,4.36,1.32,0.03716275,0.003872899
ROSOXACIN,TOP2B,4.36,1.32,0.03716275,0.003872899
BERUBICIN HYDROCHLORIDE,TOP2B,4.36,0.66,0.03716275,0.001936449
LOMEFLOXACIN,TOP2B,4.36,0.44,0.03716275,0.001290966
TAFLUPOSIDE,TOP2B,4.36,0.66,0.03716275,0.001936449
DECLOPRAMIDE,TOP2B,4.36,0.66,0.03716275,0.001936449
DAUNORUBICIN,TOP2B,3.9,0.08,0.033159269,0.000234721
DOXORUBICIN,TOP2B,3.67,0.06,0.031157528,0.000176041
NOVOBIOCIN,TOP2B,3.48,0.26,0.029503916,0.000762844
C-1311,TOP2B,3.48,0.26,0.029503916,0.000762844
LUCANTHONE,TOP2B,3.27,0.33,0.02767624,0.000968225
VALRUBICIN,TOP2B,2.9,0.44,0.024456049,0.001290966
TIRAPAZAMINE,TOP2B,2.9,0.44,0.024456049,0.001290966
FLEROXACIN,TOP2B,2.9,0.44,0.024456049,0.001290966
DANIQUIDONE,TOP2B,2.9,0.44,0.024456049,0.001290966
ENOXACIN,TOP2B,2.9,0.44,0.024456049,0.001290966
DIGITOXIN,TOP2B,2.42,0.15,0.020278503,0.000440102
PODOFILOX,TOP2B,2.27,0.06,0.01897302,0.000176041
TENIPOSIDE,TOP2B,2.18,0.33,0.01818973,0.000968225
GRC-6211,TOP2B,2.18,0.66,0.01818973,0.001936449
PEFLOXACIN,TOP2B,2.18,0.33,0.01818973,0.000968225
IDRONOXIL,TOP2B,1.74,0.26,0.014360313,0.000762844
ACLARUBICIN,TOP2B,1.45,0.44,0.011836379,0.001290966
AMSACRINE,TOP2B,1.21,0.07,0.009747607,0.000205381
EPIRUBICIN,TOP2B,0.87,0.04,0.006788512,0.000117361
MITOXANTRONE,TOP2B,0.74,0.03,0.005657093,8.80E-05
IDARUBICIN,TOP2B,0.48,0.04,0.003394256,0.000117361
DEXAMETHASONE,TJP1,1.11,0.33,0.008877285,0.000968225
GENISTEIN,TJP1,0.98,0.46,0.007745866,0.001349646
ALCOHOL,TJP1,0.66,0.22,0.004960836,0.000645483
RISPERIDONE,TJP1,0.39,0.21,0.002610966,0.000616143
PEMBROLIZUMAB,POLE,6.34,1.72,0.054395126,0.005046504
CLADRIBINE,POLE,0.83,0.9,0.006440383,0.002640613
FLUDARABINE PHOSPHATE,POLE,0.73,1.58,0.005570061,0.004635742
GEMCITABINE HYDROCHLORIDE,POLE,0.62,1.35,0.004612707,0.003960919
CYTARABINE,POLE,0.61,0.22,0.004525674,0.000645483
CLOFARABINE,POLE,0.48,1.05,0.003394256,0.003080715
ARTENIMOL,SRSF4,7.53,1.4,0.064751958,0.00410762
MEMANTINE,GRIN2A,6.97,1.14,0.059878155,0.003344776
PHILANTHOTOXIN 343,GRIN2A,5.81,0.95,0.049782419,0.002787313
GLYCINE,GRIN2A,4.75,0.39,0.040557006,0.001144265
GLUTAMIC ACID,GRIN2A,4.56,0.14,0.038903394,0.000410762
DIZOCILPINE,GRIN2A,4.36,0.71,0.03716275,0.00208315
FELBAMATE,GRIN2A,2.9,0.47,0.024456049,0.001378987
DEXTROMETHORPHAN POLISTIREX,GRIN2A,2.18,0.71,0.01818973,0.00208315
N-METHYL-D-ASPARTIC ACID (NMDA),GRIN2A,1.94,0.16,0.016100957,0.000469442
TENOCYCLIDINE,GRIN2A,1.87,0.61,0.015491732,0.001789749
(D)-SERINE,GRIN2A,1.63,0.18,0.013402959,0.000528123
MEPERIDINE,GRIN2A,1.63,0.18,0.013402959,0.000528123
AMANTADINE HYDROCHLORIDE,GRIN2A,1.63,0.18,0.013402959,0.000528123
DEXTROMETHORPHAN HYDROBROMIDE,GRIN2A,1.45,0.47,0.011836379,0.001378987
ACETYLCYSTEINE,GRIN2A,1.39,0.11,0.011314186,0.000322742
KETAMINE,GRIN2A,1.31,0.21,0.010617929,0.000616143
ESKETAMINE,GRIN2A,1.31,0.14,0.010617929,0.000410762
NEBOGLAMINE,GRIN2A,1.24,0.2,0.010008703,0.000586803
MEMANTINE HYDROCHLORIDE,GRIN2A,1.24,0.2,0.010008703,0.000586803
APIMOSTINEL,GRIN2A,1.24,0.2,0.010008703,0.000586803
AV-101,GRIN2A,1.24,0.2,0.010008703,0.000586803
KETAMINE HYDROCHLORIDE,GRIN2A,1.24,0.2,0.010008703,0.000586803
AZD8108,GRIN2A,1.24,0.2,0.010008703,0.000586803
RAPASTINEL,GRIN2A,1.24,0.2,0.010008703,0.000586803
CNS-5161,GRIN2A,1.24,0.2,0.010008703,0.000586803
LANICEMINE,GRIN2A,1.24,0.2,0.010008703,0.000586803
GW468816,GRIN2A,1.24,0.2,0.010008703,0.000586803
DELUCEMINE,GRIN2A,1.24,0.2,0.010008703,0.000586803
ESKETAMINE HYDROCHLORIDE,GRIN2A,1.24,0.2,0.010008703,0.000586803
SELFOTEL,GRIN2A,1.09,0.36,0.00870322,0.001056245
NERAMEXANE MESYLATE,GRIN2A,0.97,0.16,0.007658834,0.000469442
INDANTADOL,GRIN2A,0.97,0.16,0.007658834,0.000469442
HALOTHANE,GRIN2A,0.81,0.07,0.006266319,0.000205381
HALOPERIDOL,GRIN2A,0.77,0.04,0.00591819,0.000117361
PHENCYCLIDINE,GRIN2A,0.73,0.24,0.005570061,0.000704163
ORPHENADRINE CITRATE,GRIN2A,0.62,0.07,0.004612707,0.000205381
NBQX,GRIN2A,0.58,0.09,0.004264578,0.000264061
RALFINAMIDE,GRIN2A,0.46,0.07,0.003220191,0.000205381
AMANTADINE,GRIN2A,0.44,0.14,0.003046127,0.000410762
ORPHENADRINE HYDROCHLORIDE,GRIN2A,0.44,0.07,0.003046127,0.000205381
ACAMPROSATE CALCIUM,GRIN2A,0.36,0.06,0.002349869,0.000176041
CYCLOLEUCINE,GRIN1,21.78,4.24,0.188772846,0.012440219
(D)-SERINE,GRIN1,9.8,0.64,0.084508268,0.001877769
GAVESTINEL,GRIN1,8.71,1.7,0.075021758,0.004987824
RENACIDIN,GRIN1,8.71,1.7,0.075021758,0.004987824
MEMANTINE,GRIN1,6.97,0.68,0.059878155,0.00199513
PHILANTHOTOXIN 343,GRIN1,5.81,0.57,0.049782419,0.001672388
CHEMBL50267,GRIN1,4.36,0.85,0.03716275,0.002493912
MAGNESIUM ACETATE TETRAHYDRATE,GRIN1,4.36,0.85,0.03716275,0.002493912
ESKETAMINE,GRIN1,3.92,0.25,0.033333333,0.000733504
CNS-5161,GRIN1,3.73,0.36,0.031679721,0.001056245
ORPHENADRINE,GRIN1,3.73,0.73,0.031679721,0.00214183
DIZOCILPINE,GRIN1,2.9,0.28,0.024456049,0.000821524
CYCLOSERINE,GRIN1,2.9,0.28,0.024456049,0.000821524
ACAMPROSATE,GRIN1,2.61,0.51,0.021932115,0.001496347
ESKETAMINE HYDROCHLORIDE,GRIN1,2.49,0.24,0.020887728,0.000704163
LANICEMINE,GRIN1,2.49,0.24,0.020887728,0.000704163
AGMATINE,GRIN1,2.49,0.24,0.020887728,0.000704163
RAPASTINEL,GRIN1,2.49,0.24,0.020887728,0.000704163
KETOBEMIDONE,GRIN1,2.18,0.42,0.01818973,0.001232286
RISLENEMDAZ,GRIN1,2.18,0.42,0.01818973,0.001232286
RADIPRODIL,GRIN1,2.18,0.42,0.01818973,0.001232286
IFENPRODIL,GRIN1,2.18,0.42,0.01818973,0.001232286
MILNACIPRAN,GRIN1,2.18,0.42,0.01818973,0.001232286
TRAXOPRODIL,GRIN1,2.18,0.42,0.01818973,0.001232286
PRASTERONE,GRIN1,2.01,0.07,0.016710183,0.000205381
INDANTADOL,GRIN1,1.94,0.19,0.016100957,0.000557463
N-METHYL-D-ASPARTIC ACID (NMDA),GRIN1,1.94,0.09,0.016100957,0.000264061
GUAIFENESIN,GRIN1,1.74,0.34,0.014360313,0.000997565
AMANTADINE HYDROCHLORIDE,GRIN1,1.63,0.11,0.013402959,0.000322742
MEPERIDINE,GRIN1,1.63,0.11,0.013402959,0.000322742
METHADONE,GRIN1,1.54,0.15,0.012619669,0.000440102
GLUTAMIC ACID,GRIN1,1.52,0.03,0.012445605,8.80E-05
EVT-101,GRIN1,1.45,0.28,0.011836379,0.000821524
FELBAMATE,GRIN1,1.45,0.14,0.011836379,0.000410762
NERAMEXANE,GRIN1,1.45,0.28,0.011836379,0.000821524
ACETYLCYSTEINE,GRIN1,1.39,0.07,0.011314186,0.000205381
AV-101,GRIN1,1.24,0.12,0.010008703,0.000352082
APIMOSTINEL,GRIN1,1.24,0.12,0.010008703,0.000352082
NEBOGLAMINE,GRIN1,1.24,0.12,0.010008703,0.000352082
KETAMINE HYDROCHLORIDE,GRIN1,1.24,0.12,0.010008703,0.000352082
MEMANTINE HYDROCHLORIDE,GRIN1,1.24,0.12,0.010008703,0.000352082
DELUCEMINE,GRIN1,1.24,0.12,0.010008703,0.000352082
AZD8108,GRIN1,1.24,0.12,0.010008703,0.000352082
GW468816,GRIN1,1.24,0.12,0.010008703,0.000352082
ATOMOXETINE,GRIN1,1.09,0.21,0.00870322,0.000616143
DIMIRACETAM,GRIN1,1.09,0.21,0.00870322,0.000616143
ELIPRODIL,GRIN1,1.09,0.21,0.00870322,0.000616143
NERAMEXANE MESYLATE,GRIN1,0.97,0.09,0.007658834,0.000264061
PHENOBARBITAL,GRIN1,0.92,0.04,0.007223673,0.000117361
KETAMINE,GRIN1,0.87,0.08,0.006788512,0.000234721
MORPHINE,GRIN1,0.82,0.05,0.006353351,0.000146701
SECOBARBITAL,GRIN1,0.79,0.15,0.006092254,0.000440102
HALOPERIDOL,GRIN1,0.77,0.02,0.00591819,5.87E-05
ENFLURANE,GRIN1,0.77,0.07,0.00591819,0.000205381
DONEPEZIL,GRIN1,0.67,0.13,0.005047868,0.000381422
LATREPIRDINE,GRIN1,0.62,0.12,0.004612707,0.000352082
ORPHENADRINE CITRATE,GRIN1,0.62,0.04,0.004612707,0.000117361
NBQX,GRIN1,0.58,0.06,0.004264578,0.000176041
GLYCINE,GRIN1,0.53,0.03,0.003829417,8.80E-05
TRAMADOL,GRIN1,0.48,0.09,0.003394256,0.000264061
RALFINAMIDE,GRIN1,0.46,0.04,0.003220191,0.000117361
ORPHENADRINE HYDROCHLORIDE,GRIN1,0.44,0.04,0.003046127,0.000117361
PENTOBARBITAL,GRIN1,0.4,0.08,0.002697998,0.000234721
ACAMPROSATE CALCIUM,GRIN1,0.36,0.04,0.002349869,0.000117361
DEXANABINOL,GRIN1,0.36,0.07,0.002349869,0.000205381
METHAMPHETAMINE,GRIN1,0.34,0.07,0.002175805,0.000205381
ARIPIPRAZOLE,GRIN1,0.19,0.04,0.000870322,0.000117361
CHEMBL551561,MTAP,17.42,45.44,0.150826806,0.133321597
FORMYCIN,MTAP,13.07,34.08,0.112967798,0.099991198
METHYLTHIOADENOSINE,MTAP,13.07,34.08,0.112967798,0.099991198
ALANOSINE,MTAP,5.81,7.57,0.049782419,0.022210486
ADENINE,MTAP,4.98,6.49,0.042558747,0.019041751
VORINOSTAT,HDAC1,32.62,0.5,0.283115753,0.001467007
LARGAZOLE,HDAC1,9.01,0.18,0.077632724,0.000528123
TUBASTATIN A,HDAC1,8.71,2.14,0.075021758,0.00627879
BELINOSTAT,HDAC1,8.4,0.69,0.07232376,0.00202447
MOCETINOSTAT,HDAC1,6.7,0.82,0.057528285,0.002405892
